"city_dev","gender","expenience","university","edu_level","major","expenience_year","company_size","company_type","jobs","train_hours","target","train_hours_scale","expenience_year_new"
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",3,"50-99","Pvt Ltd","1",24,0,3.17805383034795,2
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",3,"Other","Pvt Ltd","never",54,1,3.98898404656427,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"<10","Pvt Ltd",">4",76,0,4.33073334028633,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd","2",23,0,3.13549421592915,3
0.897,"Male","No relevent experience","enrollment","Graduate","Other",3,"<10","Pvt Ltd","1",77,0,4.34380542185368,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"50-99","Pvt Ltd","2",47,0,3.85014760171006,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"500-999","Pvt Ltd",">4",41,0,3.71357206670431,3
0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"100-500","Pvt Ltd",">4",22,1,3.09104245335832,3
0.915,"Male","No relevent experience","no_enrollment","High School","STEM",4,"Other","Pvt Ltd","never",12,0,2.484906649788,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","1",60,0,4.0943445622221,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"500-999","Pvt Ltd","2",13,1,2.56494935746154,3
0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10/49","Pvt Ltd","3",41,0,3.71357206670431,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","2",31,1,3.43398720448515,3
0.725,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"<10","Pvt Ltd","3",13,0,2.56494935746154,3
0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"5000-9999","Pvt Ltd","1",77,0,4.34380542185368,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Pvt Ltd","1",55,1,4.00733318523247,1
0.91,"Male","No relevent experience","enrollment","Graduate","STEM",12,"Other","Pvt Ltd","2",111,1,4.70953020131233,3
0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","4",20,0,2.99573227355399,3
0.555,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","1",87,1,4.46590811865458,2
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",21,"Other","Pvt Ltd","1",39,1,3.66356164612965,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",8,"Other","Pvt Ltd","never",24,0,3.17805383034795,3
0.698,"Male","Has relevent experience","enrollment","Graduate","STEM",9,"<10","Other","1",282,0,5.64190707093811,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"500-999","Pvt Ltd","1",166,0,5.11198778835654,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","1",84,1,4.43081679884331,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","never",54,1,3.98898404656427,2
0.92,"Other","Has relevent experience","no_enrollment","Primary School","STEM",10,"50-99","Other","1",33,0,3.49650756146648,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","1",92,1,4.52178857704904,3
0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"500-999","Pvt Ltd","1",41,0,3.71357206670431,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",5,"10000+","Pvt Ltd","3",56,1,4.02535169073515,3
0.915,"Male","No relevent experience","no_enrollment","High School","STEM",8,"5000-9999","Other","1",42,0,3.73766961828337,3
0.893,"Male","Has relevent experience","no_enrollment","High School","STEM",20,"Other","Pvt Ltd","1",167,0,5.11799381241676,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"10/49","Other","1",122,0,4.80402104473326,3
0.666,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"Other","Pvt Ltd","2",44,1,3.78418963391826,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",206,0,5.32787616878958,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"10000+","Pvt Ltd","2",102,0,4.62497281328427,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",14,"50-99","Pvt Ltd","3",84,0,4.43081679884331,3
0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"10000+","Other","2",34,0,3.52636052461616,3
0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"50-99","Pvt Ltd","1",72,0,4.27666611901606,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",11,1,2.39789527279837,3
0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",21,"10/49","Pvt Ltd","1",36,0,3.58351893845611,3
0.579,"Male","Has relevent experience","enrollment","Graduate","STEM",1,"Other","Pvt Ltd","1",23,0,3.13549421592915,2
0.92,"Male","Has relevent experience","enrollment","Graduate","STEM",4,"<10","Pvt Ltd","1",45,0,3.80666248977032,2
0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"100-500","Other","1",70,0,4.24849524204936,3
0.92,"Male","Has relevent experience","enrollment","High School","STEM",8,"100-500","Pvt Ltd","1",13,0,2.56494935746154,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Other","2",78,1,4.35670882668959,2
0.624,"Male","No relevent experience","enrollment","High School","STEM",6,"Other","Pvt Ltd","1",9,1,2.19722457733622,3
0.895,"Male","Has relevent experience","enrollment","Graduate","STEM",15,"100-500","Pvt Ltd","1",14,0,2.63905732961526,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"10/49","Pvt Ltd","never",80,0,4.38202663467388,2
0.767,"Male","Has relevent experience","enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","1",13,0,2.56494935746154,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Other","4",18,0,2.89037175789616,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd","2",178,0,5.18178355029209,3
0.92,"Male","Has relevent experience","enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",278,0,5.62762111369064,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"50-99","Pvt Ltd","1",31,0,3.43398720448515,3
0.698,"Male","No relevent experience","enrollment","High School","STEM",7,"Other","Pvt Ltd","1",114,1,4.7361984483945,3
0.92,"Other","No relevent experience","no_enrollment","Graduate","Other",1,"Other","Pvt Ltd","1",29,0,3.36729582998647,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","3",138,0,4.92725368515721,2
0.754,"Male","Has relevent experience","enrollment","Graduate","STEM",21,"10000+","Pvt Ltd","3",222,0,5.40267738187228,3
0.738,"Male","Has relevent experience","enrollment","Graduate","Other",1,"5000-9999","Pvt Ltd","1",90,0,4.49980967033027,2
0.897,"Male","Has relevent experience","no_enrollment","Graduate","Other",6,"1000-4999","Pvt Ltd","1",130,1,4.86753445045558,3
0.479,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","never",113,1,4.72738781871234,3
0.926,"Male","No relevent experience","no_enrollment","Masters","STEM",8,"500-999","Pvt Ltd","2",69,0,4.23410650459726,3
0.926,"Male","No relevent experience","no_enrollment","High School","STEM",4,"Other","Pvt Ltd","1",126,1,4.83628190695148,2
0.884,"Other","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","2",54,0,3.98898404656427,3
0.915,"Male","No relevent experience","no_enrollment","Primary School","STEM",3,"Other","Pvt Ltd","never",14,0,2.63905732961526,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",0,"Other","Pvt Ltd","1",90,0,4.49980967033027,1
0.926,"Other","Has relevent experience","no_enrollment","Masters","STEM",16,"50-99","Pvt Ltd","4",19,0,2.94443897916644,3
0.855,"Male","Has relevent experience","enrollment","Graduate","STEM",6,"1000-4999","Pvt Ltd","3",30,0,3.40119738166216,3
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Other","3",52,0,3.95124371858143,3
0.92,"Male","No relevent experience","enrollment","High School","STEM",5,"100-500","Pvt Ltd","1",112,0,4.71849887129509,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",4,"10/49","Pvt Ltd","1",29,0,3.36729582998647,2
0.691,"Male","No relevent experience","no_enrollment","Graduate","Other",3,"Other","Pvt Ltd","2",46,0,3.8286413964891,2
0.91,"Male","Has relevent experience","no_enrollment","Graduate","Other",18,"100-500","Pvt Ltd",">4",104,0,4.64439089914137,3
0.855,"Other","No relevent experience","no_enrollment","Masters","Other",2,"Other","Pvt Ltd","never",111,0,4.70953020131233,2
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd","1",133,0,4.89034912822175,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","Other",4,"50-99","Pvt Ltd","1",4,0,1.38629436111989,2
0.899,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"1000-4999","Pvt Ltd","1",57,1,4.04305126783455,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",21,"500-999","Other",">4",36,0,3.58351893845611,3
0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",13,0,2.56494935746154,2
0.743,"Male","Has relevent experience","enrollment","High School","STEM",7,"50-99","Other","1",29,0,3.36729582998647,3
0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"500-999","Pvt Ltd","3",17,1,2.83321334405622,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Other","1",42,0,3.73766961828337,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","Pvt Ltd","1",98,0,4.58496747867057,3
0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Other","never",5,0,1.6094379124341,3
0.897,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"1000-4999","Other","never",29,0,3.36729582998647,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",15,1,2.70805020110221,3
0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Pvt Ltd","4",67,1,4.20469261939097,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"Other","Pvt Ltd","2",153,1,5.03043792139244,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",14,"50-99","Other","1",23,0,3.13549421592915,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","3",24,0,3.17805383034795,3
0.866,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"<10","Other","1",55,0,4.00733318523247,3
0.855,"Other","Has relevent experience","no_enrollment","Graduate","STEM",11,"1000-4999","Pvt Ltd",">4",52,0,3.95124371858143,3
0.836,"Male","Has relevent experience","no_enrollment","High School","STEM",15,"10000+","Pvt Ltd","2",146,0,4.98360662170834,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"50-99","Pvt Ltd","2",82,0,4.40671924726425,3
0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",146,1,4.98360662170834,3
0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Pvt Ltd",">4",77,0,4.34380542185368,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"Other","Pvt Ltd","2",51,0,3.93182563272433,3
0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",36,0,3.58351893845611,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"1000-4999","Pvt Ltd",">4",15,0,2.70805020110221,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Other","1",4,0,1.38629436111989,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"500-999","Pvt Ltd","1",57,0,4.04305126783455,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","2",154,1,5.03695260241363,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",20,"Other","Pvt Ltd","2",30,1,3.40119738166216,3
0.624,"Male","No relevent experience","enrollment","Graduate","STEM",4,"Other","Pvt Ltd","never",34,1,3.52636052461616,2
0.855,"Male","No relevent experience","no_enrollment","Phd","STEM",21,"Other","Other",">4",99,0,4.59511985013459,3
0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Other","1",7,0,1.94591014905531,3
0.743,"Male","No relevent experience","enrollment","Graduate","STEM",5,"<10","Other","1",304,0,5.71702770140622,3
0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10/49","Pvt Ltd","4",72,0,4.27666611901606,3
0.855,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Pvt Ltd","1",44,1,3.78418963391826,3
0.926,"Other","Has relevent experience","no_enrollment","Masters","STEM",21,"10000+","Pvt Ltd",">4",27,0,3.29583686600433,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other",11,"100-500","Pvt Ltd","3",114,0,4.7361984483945,3
0.624,"Other","Has relevent experience","no_enrollment","Masters","STEM",10,"Other","Pvt Ltd","1",164,0,5.0998664278242,3
0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"1000-4999","Pvt Ltd","2",42,0,3.73766961828337,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","2",6,1,1.79175946922805,3
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",9,"Other","Pvt Ltd","1",73,0,4.29045944114839,3
0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"10/49","Pvt Ltd","2",50,0,3.91202300542815,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"10/49","Pvt Ltd","1",23,1,3.13549421592915,2
0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"1000-4999","Pvt Ltd","1",3,0,1.09861228866811,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"<10","Pvt Ltd","1",27,0,3.29583686600433,3
0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"10000+","Pvt Ltd","1",264,1,5.57594910314632,2
0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd",">4",14,0,2.63905732961526,3
0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"10/49","Pvt Ltd","1",32,1,3.46573590279973,2
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd","1",36,0,3.58351893845611,3
0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"<10","Pvt Ltd","4",80,0,4.38202663467388,3
0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10/49","Pvt Ltd","2",32,1,3.46573590279973,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"Other","Pvt Ltd","1",62,1,4.12713438504509,3
0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"Other","Pvt Ltd","1",23,0,3.13549421592915,3
0.897,"Male","No relevent experience","enrollment","Primary School","STEM",2,"Other","Pvt Ltd","never",22,0,3.09104245335832,2
0.897,"Male","Has relevent experience","enrollment","Masters","STEM",8,"<10","Pvt Ltd","2",34,0,3.52636052461616,3
0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",21,"10000+","Pvt Ltd",">4",14,0,2.63905732961526,3
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Other","2",68,0,4.21950770517611,2
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"50-99","Pvt Ltd",">4",108,1,4.68213122712422,3
0.698,"Male","No relevent experience","enrollment","Graduate","STEM",2,"Other","Pvt Ltd","never",28,1,3.3322045101752,2
0.92,"Male","No relevent experience","enrollment","Graduate","STEM",10,"Other","Pvt Ltd","never",41,1,3.71357206670431,3
0.624,"Male","No relevent experience","no_enrollment","Masters","STEM",9,"50-99","Pvt Ltd","never",53,0,3.97029191355212,3
0.897,"Male","Has relevent experience","no_enrollment","Phd","STEM",21,"100-500","Other",">4",90,0,4.49980967033027,3
0.92,"Other","No relevent experience","no_enrollment","Graduate","STEM",21,"Other","Pvt Ltd","1",54,1,3.98898404656427,3
0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Pvt Ltd","1",41,1,3.71357206670431,3
0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM",21,"100-500","Pvt Ltd",">4",34,0,3.52636052461616,3
0.897,"Male","No relevent experience","enrollment","Graduate","STEM",7,"1000-4999","Other","2",53,0,3.97029191355212,3
0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"Other","Pvt Ltd","1",65,1,4.17438726989564,3
0.897,"Other","Has relevent experience","no_enrollment","Masters","STEM",7,"Other","Pvt Ltd","1",48,0,3.87120101090789,3
0.624,"Male","Has relevent experience","enrollment","Graduate","STEM",6,"10000+","Pvt Ltd","1",82,1,4.40671924726425,3
0.855,"Other","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","1",70,1,4.24849524204936,3
0.939,"Other","Has relevent experience","no_enrollment","Graduate","STEM",9,"50-99","Pvt Ltd",">4",148,0,4.99721227376411,3
0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"<10","Pvt Ltd",">4",15,0,2.70805020110221,3
0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"5000-9999","Pvt Ltd","3",55,1,4.00733318523247,3
